CustomerId,Age,Gender,isCustomerSuspended,CallDropRate,NumberOfComplaints,MonthlyBilledAmount - Rs,UnpaidBalance - Rs,NumberOfMonthUnpaid,TotalMinsUsedInLastMonth,TotalCallDuration,AvgCallDuration,PercentageCallOutsideNetwork,isChurned
1625,69,Male,Yes,0.05,0,300,6210,5,161,2649,883,0.88,No
1626,31,Female,Yes,0.03,1,2040,6660,3,358,3304,472,0.34,Yes
1627,47,Female,Yes,0.05,0,2280,2460,0,362,7158,650,0.55,No
1628,77,Male,Yes,0.03,1,420,2910,6,59,6470,1078,0.01,No
1629,25,Male,Yes,0.05,0,630,6210,3,62,3506,876,0.22,No
1630,56,Female,Yes,0.03,1,2370,6660,1,259,4757,951,0.67,No
1631,72,Male,Yes,0.05,3,2580,2460,6,262,5033,838,0.89,No
1632,34,Female,Yes,0.04,1,720,2910,4,459,5297,882,0.34,No
1633,50,Female,Yes,0.06,3,960,6210,1,463,1606,401,0.55,Yes
1634,12,Male,Yes,0.04,0,2700,6660,7,160,6135,876,0.01,No
1635,28,Male,Yes,0.06,3,2910,2460,4,163,1461,487,0.22,No
1636,59,Female,Yes,0.04,0,1050,2910,2,360,3483,580,0.68,No
1637,74,Male,Yes,0.06,2,1290,6210,7,363,3341,668,0.89,No
1638,37,Female,Yes,0.04,0,3000,6660,5,60,4153,692,0.34,No
1639,53,Female,Yes,0.06,2,3240,2460,2,63,1118,559,0.55,No
1640,15,Male,Yes,0.05,3,1380,2910,0,260,2509,627,0.01,Yes
1641,31,Male,Yes,0.07,2,1590,6210,6,264,2436,609,0.22,No
1642,61,Female,No,0.05,3,3330,6660,3,461,6423,642,0.68,No
1643,77,Male,Yes,0.07,2,3570,2460,1,464,2803,934,0.89,No
1644,40,Female,Yes,0.05,3,1710,2910,6,161,2671,890,0.34,No
1645,55,Female,Yes,0.07,1,1920,6210,4,164,2342,780,0.56,No
1646,18,Male,Yes,0.05,3,3660,6660,1,361,6719,746,0.01,No
1647,34,Male,Yes,0.07,1,300,2460,7,365,6163,770,0.22,No
1648,64,Female,Yes,0.06,2,2010,2910,4,62,3583,716,0.68,No
1649,12,Male,Yes,0,1,2250,6210,2,65,3295,823,0.89,No
1650,42,Female,Yes,0.06,2,390,6660,7,262,4409,734,0.35,No
1651,58,Female,Yes,0,1,600,2460,5,265,3756,536,0.56,No
1652,21,Male,Yes,0.06,2,2340,2910,3,462,3304,550,0.01,No
1653,37,Female,Yes,0,0,2580,6210,0,466,3261,652,0.22,No
1654,67,Female,Yes,0.06,2,720,6660,6,163,3413,1137,0.68,Yes
1655,15,Male,Yes,0,0,930,2460,3,166,9019,1002,0.89,No
1656,45,Female,Yes,0.07,1,2670,2880,1,363,4082,510,0.35,No
1657,61,Female,Yes,0.01,0,2880,6180,6,366,3885,647,0.56,No
1658,23,Male,Yes,0.07,1,1020,6630,4,63,3721,744,0.01,No
1659,39,Female,Yes,0.01,3,1260,2430,1,67,3021,604,0.22,No
1660,70,Male,Yes,0.07,1,3000,2880,7,263,3467,495,0.68,No
1661,18,Male,Yes,0.01,3,3210,6180,4,267,2313,771,0.89,No
1662,48,Female,Yes,0.07,0,1350,6630,2,464,2678,892,0.35,No
1663,64,Female,Yes,0.01,3,1590,2430,7,467,4913,982,0.56,No
1664,26,Male,Yes,0,0,3330,2880,5,164,1871,374,0.02,No
1665,42,Female,Yes,0.02,3,3540,6180,2,167,5382,672,0.23,No
1666,73,Male,Yes,0,0,1680,6630,0,364,1198,399,0.68,Yes
1667,20,Male,Yes,0.02,2,1890,2430,5,368,6258,695,0.89,No
1668,51,Female,Yes,0,0,3630,2880,3,65,4094,682,0.35,No
1669,67,Female,Yes,0.02,2,3870,6180,1,68,5747,718,0.56,No
1670,29,Male,Yes,0,3,2010,6630,6,265,1690,563,0.02,No
1671,45,Female,Yes,0.02,2,2220,2430,4,268,4472,894,0.23,No
1672,75,Male,Yes,0.01,3,360,2880,1,465,8324,924,0.68,No
1673,23,Male,Yes,0.03,2,600,6180,7,469,663,663,0.89,No
1674,54,Female,Yes,0.01,3,2310,6630,4,166,3780,945,0.35,No
1675,69,Female,Yes,0.03,1,2550,2430,2,169,5966,852,0.56,No
1676,32,Male,Yes,0.01,2,690,2880,7,366,2479,619,0.02,No
1677,48,Female,Yes,0.03,1,900,6180,5,369,7080,708,0.23,No
1678,78,Male,Yes,0.01,2,2640,6630,2,66,5343,763,0.68,No
1679,26,Male,Yes,0.03,1,2880,2430,0,70,5453,779,0.9,No
1680,56,Female,Yes,0.02,2,1020,2880,5,267,4166,833,0.35,No
1681,72,Female,Yes,0.04,0,1230,6180,3,270,4960,992,0.56,No
1682,35,Male,Yes,0.02,2,2970,6630,1,467,5695,813,0.02,Yes
1683,51,Female,Yes,0.04,0,3180,2430,6,470,2804,560,0.23,No
1684,13,Male,Yes,0.02,1,1320,2880,4,167,3196,639,0.69,No
1685,29,Male,Yes,0.04,0,1560,6180,1,170,2065,413,0.9,No
1686,59,Female,Yes,0.02,1,3300,6630,7,367,2119,353,0.35,No
1687,75,Male,Yes,0.05,0,3510,2430,4,371,5326,887,0.56,No
1688,37,Female,No,0.03,1,1650,2880,2,68,8958,995,0.02,Yes
1689,53,Female,Yes,0.05,3,1890,6180,7,71,4261,852,0.23,No
1690,16,Male,Yes,0.03,1,3630,6630,5,268,5847,584,0.69,No
1691,32,Male,Yes,0.05,3,3840,2430,2,271,3478,695,0.9,No
1692,62,Female,Yes,0.03,0,1980,2880,0,468,495,495,0.35,No
1693,78,Male,Yes,0.05,3,2190,6180,5,472,4727,787,0.57,No
1694,40,Female,Yes,0.03,0,330,6630,3,169,4121,686,0.02,Yes
1695,56,Female,Yes,0.06,3,570,2430,0,172,1698,424,0.23,No
1696,18,Male,Yes,0.04,0,2310,2880,6,369,3054,763,0.69,Yes
1697,34,Male,Yes,0.06,2,2520,6180,3,372,2006,1003,0.9,Yes
1698,65,Female,Yes,0.04,3,660,6630,1,69,2449,489,0.36,No
1699,13,Male,Yes,0.06,2,900,2430,7,73,7857,982,0.57,No
1700,43,Female,Yes,0.04,3,2610,2880,4,270,3278,546,0.02,No
1701,59,Female,Yes,0.06,2,2850,6180,2,273,4104,820,0.23,No
1702,21,Male,Yes,0.05,3,990,6630,7,470,4198,699,0.69,No
1703,37,Male,Yes,0.07,1,1200,2430,5,473,2670,667,0.9,No
1704,68,Female,Yes,0.05,3,2940,2880,2,170,7246,905,0.36,No
1705,15,Male,Yes,0.07,1,3180,6180,0,174,7930,793,0.57,No
1706,46,Female,Yes,0.05,2,1320,6630,5,370,4829,603,0.02,No
1707,62,Female,Yes,0.07,1,1530,2430,3,374,1768,589,0.23,No
1708,24,Male,Yes,0.05,2,3270,2880,0,71,2287,571,0.69,No
1709,40,Male,Yes,0.07,1,3480,6180,6,74,3059,509,0.9,No
1710,70,Female,Yes,0.06,2,1620,6630,4,271,2286,571,0.36,No
1711,18,Male,Yes,0,0,1860,2430,1,274,6570,657,0.57,No
1712,49,Female,Yes,0.06,2,3600,2880,7,471,2279,455,0.03,No
1713,64,Female,Yes,0,0,3810,6180,4,475,2738,684,0.24,No
1714,27,Male,Yes,0.06,1,1950,6630,2,172,3906,781,0.69,No
1715,43,Female,Yes,0,0,2190,2430,7,175,5700,814,0.9,No
1716,73,Female,Yes,0.06,1,330,2880,5,372,6524,1087,0.36,No
1717,21,Male,Yes,0,3,540,6180,2,375,1427,475,0.57,No
1718,51,Female,Yes,0.07,1,2280,6630,0,72,5589,698,0.03,No
1719,67,Female,Yes,0.01,3,2490,2430,5,76,2769,553,0.24,No
1720,30,Male,Yes,0.07,0,630,2880,3,273,5106,1021,0.69,No
1721,46,Female,Yes,0.01,3,870,6180,0,276,2537,634,0.9,No
1722,76,Male,Yes,0.07,0,2610,6630,6,473,3836,959,0.36,No
1723,24,Male,Yes,0.01,3,2820,2430,3,476,3841,960,0.57,No
1724,54,Female,Yes,0.07,0,960,2880,1,173,6732,961,0.03,No
1725,70,Female,Yes,0.01,2,1200,6180,6,177,3236,647,0.24,No
1726,32,Male,Yes,0,0,2910,6630,4,374,6085,1014,0.69,Yes
1727,48,Female,Yes,0.02,2,3150,2430,2,377,2567,513,0.91,No
1728,79,Male,Yes,0,3,1290,2880,7,74,2391,597,0.36,No
1729,27,Male,Yes,0.02,2,1500,6180,5,77,6317,631,0.57,No
1730,57,Female,Yes,0,3,3240,6630,2,274,9263,1029,0.03,Yes
1731,73,Female,Yes,0.02,2,3480,2430,0,278,3117,519,0.24,No
1732,35,Male,Yes,0,3,1620,2880,5,474,3268,653,0.7,No
1733,51,Female,Yes,0.02,1,1830,6180,3,478,5312,758,0.91,No
1734,14,Male,No,0.01,3,3570,6630,0,175,1076,538,0.36,No
1735,29,Male,Yes,0.03,1,3780,2430,6,178,2580,860,0.57,No
1736,60,Female,Yes,0.01,2,1920,2880,3,375,4577,915,0.03,No
1737,76,Female,Yes,0.03,1,2160,6180,1,378,1757,878,0.24,No
1738,38,Male,Yes,0.01,2,300,6630,7,75,6732,673,0.7,Yes
1739,54,Female,Yes,0.03,0,510,2430,4,79,6697,837,0.91,No
1740,16,Male,Yes,0.01,2,2250,2880,2,276,3326,665,0.36,Yes
1741,32,Male,Yes,0.03,0,2490,6180,7,279,1690,845,0.58,No
1742,63,Female,Yes,0.02,1,630,6630,5,476,1845,922,0.03,No
1743,78,Female,Yes,0.04,0,840,2430,2,479,3698,1232,0.24,No
1744,41,Male,Yes,0.02,1,2580,2880,0,176,2393,797,0.7,No
1745,57,Female,Yes,0.04,0,2790,6180,5,180,5218,745,0.91,No
1746,19,Male,Yes,0.02,1,930,6630,3,377,8122,902,0.37,No
1747,35,Male,Yes,0.04,3,1170,2430,0,380,2118,706,0.58,No
1748,65,Female,Yes,0.02,1,2910,2880,6,77,4468,893,0.03,No
1749,13,Male,Yes,0.04,3,3120,6180,3,80,2255,751,0.24,No
1750,44,Female,Yes,0.03,0,1260,6630,1,277,3514,702,0.7,No
1751,60,Female,Yes,0.05,3,1500,2400,6,281,4941,988,0.91,Yes
1752,22,Male,Yes,0.03,0,3210,2850,4,478,4196,699,0.37,No
1753,38,Male,Yes,0.05,3,3450,6150,1,481,6696,1116,0.58,No
1754,68,Female,Yes,0.03,0,1590,6600,7,178,2617,436,0.03,Yes
1755,16,Male,Yes,0.05,2,1800,2400,5,181,3328,1109,0.25,No
1756,46,Female,Yes,0.03,0,3540,2850,2,378,6862,762,0.7,No
1757,62,Female,Yes,0.05,2,3780,6150,0,381,3134,1044,0.91,No
1758,25,Male,Yes,0.04,3,1920,6600,5,78,3689,614,0.37,No
1759,41,Male,Yes,0.06,2,2130,2400,3,82,5473,684,0.58,No
1760,71,Female,Yes,0.04,3,3870,2850,0,279,4785,797,0.04,Yes
1761,19,Male,Yes,0.06,1,510,6150,6,282,3773,539,0.25,No
1762,49,Female,Yes,0.04,3,2220,6600,3,479,4776,955,0.7,No
1763,65,Female,Yes,0.06,1,2460,2400,1,482,5683,631,0.91,No
1764,28,Male,Yes,0.04,2,600,2850,6,179,6947,771,0.37,No
1765,43,Male,Yes,0.06,1,810,6150,4,183,3343,668,0.58,No
1766,74,Female,Yes,0.05,2,2550,6600,2,380,4985,1246,0.04,No
1767,22,Male,Yes,0.07,1,2790,2400,7,383,2139,713,0.25,No
1768,52,Female,Yes,0.05,2,930,2850,5,80,4888,698,0.7,No
1769,68,Female,Yes,0.07,0,1140,6150,2,83,5714,952,0.91,No
1770,30,Male,Yes,0.05,2,2880,6600,0,280,1734,578,0.37,No
1771,46,Male,Yes,0.07,0,3090,2400,5,284,2690,538,0.58,No
1772,77,Female,Yes,0.05,1,1230,2850,3,481,3730,621,0.04,No
1773,24,Male,Yes,0.07,0,1470,6150,0,484,2617,654,0.25,No
1774,55,Female,Yes,0.06,1,3210,6600,6,181,1087,1087,0.71,Yes
1775,71,Female,Yes,0,0,3420,2400,3,184,2916,729,0.92,No
1776,33,Male,Yes,0.06,1,1560,2850,1,381,5676,946,0.37,No
1777,49,Female,Yes,0,3,1800,6150,6,385,3136,1045,0.58,No
1778,79,Female,Yes,0.06,0,3540,6600,4,81,4064,812,0.04,Yes
1779,27,Male,Yes,0,3,3750,2400,1,85,4715,943,0.25,No
1780,58,Female,No,0.06,0,1890,2850,7,282,2005,501,0.71,No
1781,73,Female,Yes,0.01,3,2100,6150,4,285,1249,416,0.92,No
1782,36,Male,Yes,0.07,0,3840,6600,2,482,7092,788,0.37,No
1783,52,Female,Yes,0.01,2,480,2400,0,485,4518,753,0.58,No
1784,14,Male,Yes,0.07,0,2220,2850,5,182,3869,644,0.04,Yes
1785,30,Male,Yes,0.01,2,2430,6150,3,186,2904,726,0.25,Yes
1786,60,Female,Yes,0.07,3,570,6600,0,383,4473,745,0.71,No
1787,76,Female,Yes,0.01,2,810,2400,6,386,3640,728,0.92,No
1788,39,Male,Yes,0.07,3,2520,2850,3,83,1947,973,0.37,No
1789,55,Female,Yes,0.02,2,2760,6150,1,86,2167,722,0.59,No
1790,17,Male,Yes,0,3,900,6600,6,283,4661,665,0.04,No
1791,33,Male,Yes,0.02,1,1110,2400,4,287,1820,606,0.25,No
1792,63,Female,Yes,0,3,2850,2850,1,484,615,307,0.71,Yes
1793,79,Female,Yes,0.02,1,3090,6150,7,487,3408,568,0.92,No
1794,41,Male,Yes,0,2,1230,6600,5,184,4912,614,0.38,No
1795,57,Female,Yes,0.02,1,1440,2400,2,187,7402,740,0.59,No
1796,20,Male,Yes,0,2,3180,2850,0,384,4666,518,0.04,No
1797,36,Male,Yes,0.03,1,3390,6150,5,388,3850,770,0.25,No
1798,66,Female,Yes,0.01,2,1530,6600,3,85,4208,526,0.71,No
1799,14,Female,Yes,0.03,0,1770,2400,0,88,6483,720,0.92,No
1800,44,Male,Yes,0.01,1,3510,2850,6,285,5179,739,0.38,No
1801,60,Female,Yes,0.03,0,3720,6150,3,288,4280,713,0.59,No
1802,23,Male,Yes,0.01,1,1860,6600,1,485,6020,752,0.04,No
1803,38,Male,Yes,0.03,0,2100,2400,6,488,2187,437,0.26,No
1804,69,Female,Yes,0.02,1,3840,2850,4,185,2188,729,0.71,No
1805,17,Female,Yes,0.04,3,450,6150,1,189,3632,518,0.92,No
1806,47,Male,Yes,0.02,1,2190,6600,7,386,2658,886,0.38,No
1807,63,Female,Yes,0.04,3,2400,2400,4,389,3834,639,0.59,No
1808,25,Male,Yes,0.02,0,540,2850,2,86,2291,572,0.05,No
1809,41,Male,Yes,0.04,3,780,6150,7,89,4239,847,0.26,No
1810,72,Female,Yes,0.02,0,2520,6600,5,286,3320,830,0.71,No
1811,19,Male,Yes,0.04,3,2730,2400,2,290,1226,613,0.92,No
1812,50,Female,Yes,0.03,0,870,2850,0,487,3132,626,0.38,No
1813,66,Female,Yes,0.05,2,1110,6150,6,490,5062,1012,0.59,No
1814,28,Male,Yes,0.03,0,2820,6600,3,187,5025,558,0.05,No
1815,44,Male,Yes,0.05,2,3060,2400,1,190,1120,560,0.26,No
1816,74,Female,Yes,0.03,3,1200,2850,6,387,5447,778,0.71,Yes
1817,22,Male,Yes,0.05,2,1410,6150,4,391,5847,730,0.92,No
1818,53,Female,Yes,0.03,3,3150,6600,1,88,6129,875,0.38,Yes
1819,69,Female,Yes,0.05,1,3390,2400,7,91,4448,741,0.59,No
1820,31,Male,Yes,0.04,3,1530,2850,4,288,6552,819,0.05,No
1821,47,Male,Yes,0.06,1,1740,6150,2,291,7115,790,0.26,No
1822,77,Female,Yes,0.04,2,3480,6600,7,488,1018,1018,0.72,No
1823,25,Male,Yes,0.06,1,3690,2400,5,492,2672,534,0.93,No
1824,55,Female,Yes,0.04,2,1830,2850,3,189,5957,992,0.38,No
1825,71,Female,Yes,0.06,1,2070,6150,0,192,2507,501,0.59,No
1826,34,Male,No,0.04,2,3810,6600,6,389,1524,508,0.05,No
1827,50,Male,Yes,0.06,0,420,2400,3,392,2957,985,0.26,No
1828,12,Female,Yes,0.05,2,2160,2850,1,89,2214,1107,0.72,Yes
1829,28,Male,Yes,0.07,0,2400,6150,6,92,3089,772,0.93,No
1830,58,Female,Yes,0.05,1,540,6600,4,289,4284,612,0.38,Yes
1831,74,Female,Yes,0.07,0,750,2400,1,293,4980,452,0.59,No
1832,37,Male,Yes,0.05,1,2490,2850,7,490,7457,932,0.05,Yes
1833,52,Male,Yes,0.07,0,2700,6150,4,493,2405,801,0.26,No
1834,15,Female,Yes,0.05,1,840,6600,2,190,1933,386,0.72,No
1835,31,Male,Yes,0.07,3,1080,2400,7,193,4260,852,0.93,No
1836,61,Female,Yes,0.06,1,2820,2850,5,390,7126,890,0.38,No
1837,77,Female,Yes,0,3,3030,6150,2,394,4091,1022,0.6,Yes
1838,39,Male,Yes,0.06,0,1170,6600,0,91,4773,795,0.05,Yes
1839,55,Female,Yes,0,3,1410,2400,5,94,5360,765,0.26,No
1840,18,Female,Yes,0.06,0,3120,2850,3,291,10322,794,0.72,No
1841,33,Male,Yes,0,2,3360,6150,1,294,3091,1030,0.93,No
1842,64,Female,Yes,0.06,0,1500,6600,6,491,3440,573,0.39,No
1843,12,Female,Yes,0,2,1710,2400,4,495,3437,859,0.6,Yes
1844,42,Male,Yes,0.07,3,3450,2850,1,192,4849,692,0.05,No
1845,58,Female,Yes,0.01,2,3690,6150,7,195,2507,626,0.26,No
1846,20,Male,Yes,0.07,3,1830,6570,4,392,5523,920,0.72,No
1847,36,Male,Yes,0.01,2,2040,2370,2,395,3649,608,0.93,No
1848,67,Female,Yes,0.07,3,3780,2820,7,92,2536,634,0.39,Yes
1849,15,Female,Yes,0.01,1,390,6120,5,96,3812,762,0.6,No
1850,45,Male,Yes,0.07,3,2130,6570,2,292,9530,953,0.05,No
1851,61,Female,Yes,0.01,1,2370,2370,0,296,4719,786,0.27,No
1852,23,Male,Yes,0,2,510,2820,6,493,2886,721,0.72,No
1853,39,Male,Yes,0.02,1,720,6120,3,496,1750,437,0.93,No
1854,69,Female,Yes,0,2,2460,6570,1,193,6052,756,0.39,No
1855,17,Female,Yes,0.02,1,2700,2370,6,196,3244,540,0.6,No
1856,48,Male,Yes,0,2,840,2820,4,393,3067,766,0.06,No
1857,64,Female,Yes,0.02,0,1050,6120,1,397,3745,624,0.27,No
1858,26,Male,Yes,0,2,2790,6570,7,94,2501,500,0.72,No
1859,42,Male,Yes,0.02,0,3000,2370,4,97,7186,718,0.93,No
1860,72,Female,Yes,0.01,1,1140,2820,2,294,3403,680,0.39,No
1861,20,Female,Yes,0.03,0,1380,6120,7,297,387,193,0.6,No
1862,50,Male,Yes,0.01,1,3120,6570,5,494,1028,514,0.06,Yes
1863,66,Female,Yes,0.03,3,3330,2370,2,498,3809,476,0.27,No
1864,29,Male,Yes,0.01,1,1470,2820,0,195,7072,884,0.72,No
1865,45,Male,Yes,0.03,3,1710,6120,5,198,3966,793,0.93,No
1866,75,Female,Yes,0.01,0,3420,6570,3,395,2713,452,0.39,No
1867,23,Female,Yes,0.03,3,3660,2370,0,398,1399,466,0.6,No
1868,53,Male,Yes,0.02,0,1800,2820,6,95,2308,577,0.06,No
1869,69,Female,Yes,0.04,3,2010,6120,4,99,6323,903,0.27,No
1870,32,Male,Yes,0.02,0,3750,6570,1,296,681,227,0.73,No
1871,47,Male,Yes,0.04,2,390,2370,7,299,5089,848,0.94,No
1872,78,Female,No,0.02,0,2130,2820,4,496,5891,736,0.39,No
1873,26,Male,Yes,0.04,2,2340,6120,2,499,4095,1023,0.6,No
1874,56,Female,Yes,0.02,3,480,6570,7,196,1873,374,0.06,No
1875,72,Female,Yes,0.05,2,720,2370,5,199,3390,847,0.27,No
1876,34,Male,Yes,0.03,3,2430,2820,2,396,3598,514,0.73,No
1877,50,Male,Yes,0.05,2,2670,6120,0,400,3705,617,0.94,No
1878,13,Female,Yes,0.03,3,810,6570,5,97,5522,1104,0.39,Yes
1879,28,Male,Yes,0.05,1,1020,2370,3,100,3149,629,0.6,No
1880,59,Female,Yes,0.03,2,2760,2820,1,297,2886,962,0.06,No
1881,75,Female,Yes,0.05,1,3000,6120,6,300,3513,501,0.27,No
1882,37,Male,Yes,0.03,2,1140,6570,4,497,498,249,0.73,No
1883,53,Male,Yes,0.06,1,1350,2370,1,1,10146,845,0.94,No
1884,15,Female,Yes,0.04,2,3090,2820,7,198,2973,743,0.39,No
1885,31,Male,Yes,0.06,0,3300,6120,4,201,3578,1192,0.61,Yes
1886,62,Female,Yes,0.04,2,1440,6570,2,398,3748,624,0.06,No
1887,78,Female,Yes,0.06,0,1680,2370,7,401,2383,595,0.27,No
1888,40,Male,Yes,0.04,1,3420,2820,5,98,3738,747,0.73,No
1889,56,Male,Yes,0.06,0,3630,6120,2,102,2811,468,0.94,No
1890,18,Female,Yes,0.04,1,1770,6570,0,299,3785,946,0.4,No
1891,34,Male,Yes,0.07,0,2010,2370,5,302,8962,995,0.61,No
1892,64,Female,Yes,0.05,1,3750,2820,3,499,4221,703,0.06,No
1893,12,Female,Yes,0.07,3,360,6120,0,2,6989,998,0.27,No
1894,43,Male,Yes,0.05,1,2100,6570,6,199,6464,923,0.73,No
1895,59,Male,Yes,0.07,3,2310,2370,3,203,4609,768,0.94,No
1896,21,Female,Yes,0.05,0,450,2820,1,399,3179,635,0.4,No
1897,37,Male,Yes,0.07,3,690,6120,7,403,2507,626,0.61,Yes
1898,67,Female,Yes,0.06,0,2430,6570,4,100,3389,564,0.06,No
1899,15,Female,Yes,0,3,2640,2370,2,103,1930,482,0.28,No
1900,46,Male,Yes,0.06,0,780,2820,7,300,1994,997,0.73,No
1901,61,Female,Yes,0,2,1020,6120,5,303,6925,769,0.94,No
1902,24,Female,Yes,0.06,3,2730,6570,2,0,1376,458,0.4,No
1903,40,Male,Yes,0,2,2970,2370,0,4,3118,1039,0.61,No
1904,70,Female,Yes,0.06,3,1110,2820,5,201,3054,1018,0.07,Yes
1905,18,Female,Yes,0,2,1320,6120,3,204,4014,573,0.28,No
1906,48,Male,Yes,0.07,3,3060,6570,0,401,3321,664,0.73,No
1907,64,Female,Yes,0.01,1,3300,2370,6,404,2753,688,0.94,No
1908,27,Male,Yes,0.07,3,1440,2820,4,101,3227,806,0.4,No
1909,42,Male,Yes,0.01,1,1650,6120,1,105,4185,597,0.61,No
1910,73,Female,Yes,0.07,2,3390,6570,7,302,2729,909,0.07,No
1911,21,Female,Yes,0.01,1,3600,2370,4,305,6862,857,0.28,No
1912,51,Male,Yes,0.07,2,1740,2820,2,2,2958,739,0.73,No
1913,67,Female,Yes,0.01,1,1980,6120,7,5,3714,1238,0.94,No
1914,29,Male,Yes,0,2,3720,6570,5,202,4129,1032,0.4,No
1915,45,Male,Yes,0.02,0,330,2370,2,206,1622,811,0.61,No
1916,76,Female,Yes,0,2,2070,2820,0,403,2705,541,0.07,No
1917,24,Female,Yes,0.02,0,2310,6120,5,406,4374,874,0.28,No
1918,54,Male,No,0,1,450,6570,3,103,3170,1056,0.74,No
1919,70,Female,Yes,0.02,0,660,2370,0,106,4448,556,0.95,No
1920,32,Male,Yes,0,1,2400,2820,6,303,3336,834,0.4,Yes
1921,48,Male,Yes,0.02,3,2610,6120,3,306,2527,421,0.61,No
1922,78,Female,Yes,0.01,1,750,6570,1,3,2386,1193,0.07,No
1923,26,Female,Yes,0.03,3,990,2370,6,7,2300,766,0.28,No
1924,57,Male,Yes,0.01,0,2730,2820,4,204,4022,502,0.74,No
1925,73,Female,Yes,0.03,3,2940,6120,2,207,5131,641,0.95,No
1926,35,Male,Yes,0.01,0,1080,6570,7,404,3194,798,0.4,No
1927,51,Male,Yes,0.03,3,1320,2370,5,407,3005,751,0.61,Yes
1928,13,Female,Yes,0.01,0,3030,2820,2,104,3495,873,0.07,No
1929,29,Female,Yes,0.03,2,3270,6120,0,108,1828,609,0.28,No
1930,59,Male,Yes,0.02,0,1410,6570,5,305,5501,687,0.74,No
1931,75,Female,Yes,0.04,2,1620,2370,3,308,7116,711,0.95,No
1932,38,Male,Yes,0.02,3,3360,2820,0,5,8689,724,0.4,Yes
1933,54,Male,Yes,0.04,2,3600,6120,6,8,2423,605,0.62,No
1934,16,Female,Yes,0.02,3,1740,6570,3,205,899,899,0.07,No
1935,32,Male,Yes,0.04,2,1950,2370,1,209,6553,546,0.28,No
1936,62,Female,Yes,0.02,3,3690,2820,7,406,150,75,0.74,No
1937,78,Female,Yes,0.04,1,300,6120,4,409,3383,676,0.95,No
1938,41,Male,Yes,0.03,3,2040,6570,2,106,48,48,0.41,No
1939,56,Male,Yes,0.05,1,2280,2370,7,109,2768,922,0.62,No
1940,19,Female,Yes,0.03,2,420,2820,5,306,4438,554,0.07,No
1941,35,Male,Yes,0.05,1,630,6090,2,310,1448,724,0.28,No
1942,65,Female,Yes,0.03,2,2370,6540,0,7,4164,520,0.74,No
1943,13,Female,Yes,0.05,0,2610,2340,5,10,1657,414,0.95,Yes
1944,43,Male,Yes,0.03,2,750,2790,3,207,4545,568,0.41,No
1945,59,Male,Yes,0.05,0,960,6090,0,210,1998,499,0.62,No
1946,22,Female,Yes,0.04,1,2700,6540,6,407,5200,742,0.07,No
1947,37,Male,Yes,0.06,0,2910,2340,3,410,1754,877,0.29,No
1948,68,Female,Yes,0.04,1,1050,2790,1,107,1366,455,0.74,No
1949,16,Female,Yes,0.06,0,1290,6090,6,111,4493,748,0.95,No
1950,46,Male,Yes,0.04,1,3030,6540,4,308,2645,440,0.41,Yes
1951,62,Male,Yes,0.06,3,3240,2340,1,311,2624,656,0.62,Yes
1952,24,Female,Yes,0.04,1,1380,2790,7,8,5940,990,0.08,No
1953,40,Male,Yes,0.06,3,1620,6090,4,11,4537,907,0.29,Yes
1954,71,Female,Yes,0.05,0,3330,6540,2,208,6097,677,0.74,No
1955,19,Female,Yes,0.07,3,3570,2340,0,212,2934,978,0.95,No
1956,49,Male,Yes,0.05,0,1710,2790,5,409,6273,1045,0.41,No
1957,65,Male,Yes,0.07,3,1920,6090,3,412,2057,293,0.62,No
1958,27,Female,Yes,0.05,0,3660,6540,0,109,5100,850,0.08,No
1959,43,Male,Yes,0.07,2,300,2340,6,112,5753,958,0.29,No
1960,73,Female,Yes,0.05,0,2040,2790,3,309,4116,588,0.74,No
1961,21,Female,Yes,0.07,2,2250,6090,1,313,2237,745,0.96,No
1962,52,Male,Yes,0.06,3,390,6540,6,10,2813,937,0.41,No
1963,68,Female,Yes,0,2,630,2340,4,13,3633,908,0.62,No
1964,30,Female,Yes,0.06,3,2340,2790,1,210,4265,710,0.08,No
1965,46,Male,Yes,0,1,2580,6090,7,213,3348,1116,0.29,No
1966,76,Female,Yes,0.06,3,720,6540,5,410,4276,855,0.75,No
1967,24,Female,Yes,0,1,930,2340,2,414,3062,612,0.96,No
1968,55,Male,Yes,0.06,2,2670,2790,0,110,2897,579,0.41,No
1969,70,Female,Yes,0,1,2910,6090,5,114,3953,658,0.62,No
1970,33,Male,Yes,0.07,2,1050,6540,3,311,4224,844,0.08,Yes
1971,49,Male,Yes,0.01,1,1260,2340,0,314,711,711,0.29,No
1972,79,Female,Yes,0.07,2,3000,2790,6,11,5022,717,0.75,No
1973,27,Female,Yes,0.01,0,3210,6090,3,14,4817,802,0.96,No
1974,57,Male,Yes,0.07,2,1350,6540,1,211,2808,468,0.41,Yes
1975,73,Female,Yes,0.01,0,1590,2340,6,215,5489,686,0.62,No
1976,36,Male,Yes,0.07,1,3330,2790,4,412,4620,770,0.08,No
1977,51,Male,Yes,0.02,0,3540,6090,1,415,2282,456,0.29,No
1978,14,Female,Yes,0,1,1680,6540,7,112,5278,879,0.75,No
1979,30,Female,Yes,0.02,0,1920,2340,4,115,8547,777,0.96,Yes
1980,60,Male,Yes,0,1,3660,2790,2,312,6001,1000,0.42,No
1981,76,Female,Yes,0.02,3,3870,6090,7,316,2701,675,0.63,No
